Principal;UsedTerm;Valid;Url;Title;Abstract;DataPublicacao;;;;
6064175000149;06064175000149+tcu+lavagem;0;https://www.jusbrasil.com.br/diarios/207231763/dou-secao-3-05-09-2018-pg-168?ref=serp;DOU 05/09/2018 - Pág. 168 - Seção 3 - Diário Oficial da União;Adjudicação e homologação para: Item 1 - Aires Turismo LTDA, CNPJ/CPF: 06.064.175/0001-49, pelo melhor...entre as Partes para a proteção do patrimônio público federal, a prevenção e o combate à corrupção, à lavagem..., III , da Lei 8.443 /1992, fica NOTIFICADA Tháfini Thomé, CPF 824.721.650-72, do Acórdão 5973/2018-TCU-Segunda...;;;;;
6064175000149;06064175000149+tcu+lavagem;0;https://www.jusbrasil.com.br/diarios/89081291/dou-secao-3-02-04-2015-pg-106?ref=serp;DOU 02/04/2015 - Pág. 106 - Seção 3 - Diário Oficial da União;Contratante: MINISTÉRIO DA SAÚDE -CNPJ Contratado: 06064175000149. Justificativa: Decisão do TCU - Plenário 439 de 1998 Declaração de Inexigibilidade em 30/03/2015....público o resultadodo julgamento do Pregão Eletrônico nº 03/2015 -objeto: contratação de serviços de lavagem...;;;;;
10723998000106;06064175000149+tcu+conluio;1;https://tcu.jusbrasil.com.br/jurisprudencia/316469255/654220115/inteiro-teor-316469309?ref=serp;TCU - Inteiro Teor. : 654220115;Decisão: (CNPJ 06064175/0001-49), Casa Mundo de Viagens e Negócios em Turismo Ltda. Corrobora, ainda, as evidências de que as cotações de preços 001, 003 e 004/2008 foram alvo de conluio...Código eletrônico para localização na página do TCU na Internet: AC-2141-34/11-P. 13.;17/08/2011;;;;
6064175000149;06064175000149+tcu+cartel;?;https://www.jusbrasil.com.br/diarios/107529167/dou-secao-3-22-01-2016-pg-77?ref=serp;DOU 22/01/2016 - Pág. 77 - Seção 3 - Diário Oficial da União;CNPJ: 06.064.175/0001-49. Órgão de Controle Interno competente, para análise e posterior envio ao Tribunal de contas da União-TCU...ADMINISTRATIVO nº 08012.010022/2008-16 (Autos de Acesso Restrito nº 08700.010935/2014-22), para apurar suposto cartel...;;;;;
6064175000149;06064175000149+tcu+crime;0;https://www.jusbrasil.com.br/diarios/207231763/dou-secao-3-05-09-2018-pg-168?ref=serp;DOU 05/09/2018 - Pág. 168 - Seção 3 - Diário Oficial da União;Adjudicação e homologação para: Item 1 - Aires Turismo LTDA, CNPJ/CPF: 06.064.175/0001-49, pelo melhor...do patrimônio público federal, a prevenção e o combate à corrupção, à lavagem de dinheiro e a outros crimes..., III , da Lei 8.443 /1992, fica NOTIFICADA Tháfini Thomé, CPF 824.721.650-72, do Acórdão 5973/2018-TCU-Segunda...;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/91758097/tre-ro-13-05-2015-pg-3?ref=serp;TRE-RO 13/05/2015 - Pág. 3 - Tribunal Regional Eleitoral de Rondônia;Contratada: Empresa DF TURISMO E REPRESENTAÇÕES LTDA - ME, CNPJ n. 07.832.586/0001-08; Objeto: Serviço...no artigo 25, inciso II, c/c inciso VI do artigo 13 da Lei nº. 8.666 /1993, e Decisão TCU nº 439/98-...II, c/c inciso VI do artigo 13 da Lei nº. 8.666 /1993, e Decisão TCU nº 439/98-Plenário; Contratada:...;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/91698490/tre-ro-12-05-2015-pg-6?ref=serp;TRE-RO 12/05/2015 - Pág. 6 - Tribunal Regional Eleitoral de Rondônia;Inexigibilidade de Licitação Espécie: Inexigibilidade de Licitação com fundamento no artigo 25, inciso...II, c/c inciso VI do artigo 13 da Lei nº. 8.666 /1993, e Decisão TCU nº 439/98-Plenário; Contratada:...requisitos de habilitação, o Pregoeiro declarou a licitante DF TURISMO E REPRESENTACOES LTDA – ME, CNPJ n.07.832.586/0001-08...;;;;
7832586000108;07832586000108+tcu+licitação;?;https://www.jusbrasil.com.br/diarios/245997664/doepi-06-06-2019-pg-27?ref=serp;DOEPI 06/06/2019 - Pág. 27 - Diário Oficial do Estado do Piauí;licitatórios da Administração, uma vez que, por entendimento da Receita Federal do Brasil e do próprio TCU...Jurídico de nº 104/2019 expedido por setor técnico deste Município, bem como pela jurisprudência do TCU...nº 02/2019 Partes: Procuradoria Geral do Estado e DF TURISMO, CNPJ/MF nº 07.832.586/0001-08.;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/129426249/dou-secao-3-28-10-2016-pg-97?ref=serp;DOU 28/10/2016 - Pág. 97 - Seção 3 - Diário Oficial da União;MINISTÉRIO PÚBLICO MILITAR EXTRATO DE INEXIGIBILIDADE DE LICITAÇÃO Processo:3.00.000.1.000226/2016-47...Modalidade de Licitação: Pregão Eletrônico nº 37/2016-MPM, de 22/9/2016. CNPJ: 07.832.586/0001-08.;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/177347090/dou-secao-3-09-02-2018-pg-166?ref=serp;DOU 09/02/2018 - Pág. 166 - Seção 3 - Diário Oficial da União;CNPJ: 07.832.586/0001-08. EXTRATOS DE DISPENSA DE LICITAÇÃO Processo 000086.2018.21.900/1. EXTRATOS DE INEXIGIBILIDADE DE LICITAÇÃO Processo 000084.2018.21.900/7.;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/50955612/doece-caderno-2-18-02-2013-pg-84?ref=serp;DOECE 18/02/2013 - Pág. 84 - Caderno 2 - Diário Oficial do Estado do Ceará;CONSIDERANDO o Termo de Cooperação Técnica firmado entre este Tribunal e o Tribunal de Contas da União – TCU...Artigo 2º. - A Comissão ora constituída será responsável pelos contatos institucionais com o TCU, bem...MUNICÍPIOS, CNPJ nº06.750.319/0001-10 e DF TURISMO E REPRESENTAÇÕES LTDA - ME , inscrita no CNPJ sob o nº07.832.586/0001-08...;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/164856213/dou-secao-3-19-10-2017-pg-157?ref=serp;DOU 19/10/2017 - Pág. 157 - Seção 3 - Diário Oficial da União;Modalidade: Dispensa de licitação nº 84/2017. CNPJ: 07.832.586/0001-08 Finalidade: Prorrogação do prazo de vigência e alteração do Contrato nº 30/2015...INSTITUTO SERZEDELLO CORRÊA EDITAL N 48, DE 17 DE OUTUBRO DE 2017 O Instituto Serzedello Corrêa (ISC/TCU...;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/87010393/dou-secao-3-04-03-2015-pg-141?ref=serp;DOU 04/03/2015 - Pág. 141 - Seção 3 - Diário Oficial da União;Licitação Fracassada. Contratada: DF TURISMO E REPRESENTAÇÕES LTDA. - ME; CNPJ: 07.832.586/0001-08. da Lei 8.443 /1992, fica NOTIFICADO Ricardo Miranda Barcia, CPF: 305.793.769-15 do Acórdão 135/2015-TCU-Primeira...;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/270669590/doern-26-07-2019-pg-8?ref=serp;DOERN 26/07/2019 - Pág. 8 - Diário Oficial do Estado do Rio Grande do Norte;Recebimentos dos Bens/Equipamentos Doados pelo DEPEN/MJSP, em atendimento ao Acórdão nº 4948/2018 -TCU...CNPJ da Contratada: 07.832.586/0001-08 Objeto: contratação de empresa para a prestação de serviços de...Companhia de Processamento de Dados do RN - DATANORTE TERMO DE DISPENSA DE LICITAÇÃO Nº 16/2019 Fica...;;;;;
7832586000108;07832586000108+tcu+licitação;0;https://www.jusbrasil.com.br/diarios/101783790/dou-secao-3-08-10-2015-pg-150?ref=serp;DOU 08/10/2015 - Pág. 150 - Seção 3 - Diário Oficial da União;Cnpj: 07-832586/0001-08. Processo Licitatório Nº 009/2015 - Pregão Eletrônico Nº 005/2015. manutenção contínua por 12 (doze) meses do Sistema de Controle de Geração de Relatório de Gestão para o TCU...- GestãoTCU.Net..;;;;;
10868000000161;10868000000161+tcu+licitação;;https://www.jusbrasil.com.br/diarios/72816330/dou-secao-3-10-07-2014-pg-131?ref=serp;DOU 10/07/2014 - Pág. 131 - Seção 3 - Diário Oficial da União;-ME, CNPJ nº 10.868.000/0001-61, decorrente da repactuação contratual realizada nos termos do Contrato...-ME, CNPJ nº 10.868.000/0001-61, decorrente da repactuação contratual realizada nos termos do Contrato..., Sessão de 20/11/2013 - apostilado por meio do Acórdão n 314/2014-TCU-Plenário, ambos proferidos no...;;;;;
10868000000161;10868000000161+tcu+lavagem;;https://www.jusbrasil.com.br/diarios/72816330/dou-secao-3-10-07-2014-pg-131?ref=serp;DOU 10/07/2014 - Pág. 131 - Seção 3 - Diário Oficial da União;-ME, CNPJ nº 10.868.000/0001-61, decorrente da repactuação contratual realizada nos termos do Contrato...-ME, CNPJ nº 10.868.000/0001-61, decorrente da repactuação contratual realizada nos termos do Contrato...Regional do Trabalho da 7.ª Região informa da realização de Pregão para contratação de serviços de lavagem...;;;;;
35636034000151;35636034000151+tcu+fraude;;https://www.jusbrasil.com.br/diarios/74887884/dou-secao-3-14-08-2014-pg-28?ref=serp;DOU 14/08/2014 - Pág. 28 - Seção 3 - Diário Oficial da União;Justificativa: Notória especialização (Decisão TCU 439/1998 Plenário) Declaração de Inexigibilidade em...Objeto: Participação nos cursos de Auditoria de Fraudes e Gestão de Riscos e AUDI 1 Nível Básico para...CNPJ Contratado: 35636034000151. Contratado : DISTAK AGENCIA DE VIAGENS E -TURISMO LTDA - EPP....;;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/1553053/pg-161-secao-3-diario-oficial-da-uniao-dou-de-20-11-2009?ref=serp;DOU 20/11/2009 - Pág. 161 - Seção 3 - Diário Oficial da União;Contratada: DISTAK AGÊNCIA DE VIAGENS E TURISMO LTDA, CNPJ 35.636.034/0001-51. ACORDO DE COOPERAÇÃO a) Espécie: Acordo de Cooperação celebrado entre o Tribunal de Contas da União - TCU...sessenta) meses, a contar da data de sua publicação no Diário Oficial da União; d) Signatários: pelo TCU...;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/44380068/dou-secao-3-18-12-2012-pg-6?ref=serp;DOU 18/12/2012 - Pág. 6 - Seção 3 - Diário Oficial da União;"Contratada: DISTAK AGÊNCIA DE VIAGENS E TURISMO LTDA, CNPJ Nº 35.636.034/0001-51. Contratada: DISTAK AGÊNCIA DE VIAGENS E TURISMO LTDA, CNPJ Nº 35.636.034/0001-51. Oliveira e Luis Guilherme Queiroz Odinino no curso ""Aspectos Polêmicos da Lei 8.666 /93 - Visão do TCU...";;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/235606013/dou-secao-3-03-04-2019-pg-141?ref=serp;DOU 03/04/2019 - Pág. 141 - Seção 3 - Diário Oficial da União;Técnico e Manutenção de uso Ilimitado do Sistema para o Controle e Geração de Relatório de Gestão para o TCU...-Gestão TCU.Net. Contratada: DISTAK AGENCIA DE VIAGENS E TURISMO LTDA - EPP, CNPJ nº 35.636.034/0001-51.;;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/36941418/dou-secao-3-14-05-2012-pg-149?ref=serp;DOU 14/05/2012 - Pág. 149 - Seção 3 - Diário Oficial da União;CNPJ Contratado: 35636034000151. Contratado : DISTAK AGENCIA DE VIAGENS E -TURISMO LTDA. Decreto nº 2.271 /97 e art. 3º , § 1º , da Lei 10.192 /01; art. 58, I, da Lei nº 8.666/93, acórdãos TCU...Decreto nº 2.271 /97 e art. 3º , § 1º , da Lei 10.192 /01; art. 58, I, da Lei nº 8.666/93, acórdãos TCU...;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/377247/pg-83-secao-3-diario-oficial-da-uniao-dou-de-16-02-2007?ref=serp;DOU 16/02/2007 - Pág. 83 - Seção 3 - Diário Oficial da União;MARCIA JORGE Presidente da Comissão Permanente de Licitação (SIDEC - 15/02/2007) AGÊNCIA NACIONAL DE...ÁGUAS EXTRATO DE DISPENSA DE LICITAÇÃO Processo n.º: 02501.000279/2005-29; Objeto: Prestação de serviços...CNPJ Contratado: 35636034000151. Contratado : DISTAK AGENCIA DE VIAGENS E -TURISMO LTDA.;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/265358639/dou-secao-3-07-10-2019-pg-120?ref=serp;DOU 07/10/2019 - Pág. 120 - Seção 3 - Diário Oficial da União;COMISSÃO DE LICITAÇÃO AVISO DE LICITAÇÃO Nº 7002777567 O processo de Modo de Disputa Aberto 7002777567...instauração de Tomada de Contas Especial e encaminhamento do processo ao Tribunal de Contas da União - TCU...Contratante: MINISTERIO DA SAUDE -.CNPJ Contratado: 35636034000151.;;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/74887884/dou-secao-3-14-08-2014-pg-28?ref=serp;DOU 14/08/2014 - Pág. 28 - Seção 3 - Diário Oficial da União;Processo Licitação nº 02/2014. Justificativa: Notória especialização (Decisão TCU 439/1998 Plenário) Declaração de Inexigibilidade em...CNPJ Contratado: 35636034000151. Contratado : DISTAK AGENCIA DE VIAGENS E -TURISMO LTDA - EPP....;;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/38496444/dou-secao-3-06-07-2012-pg-173?ref=serp;DOU 06/07/2012 - Pág. 173 - Seção 3 - Diário Oficial da União;., CNPJ N . 35.636.034/0001-51 Objeto: Contratação de empresa para fornecimento de passagens aéreas e...MARCUS VINICIUS VELEDA RAMIRES Presidente da Comissão de Licitação. parágrafo 1º , inciso I da Lei 8666 /93, Lei complementar 101 /2000, Lei 4320 /64 e Decisão 0767/2002 -TCU...;;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/1595252/pg-6-secao-3-diario-oficial-da-uniao-dou-de-16-04-2010?ref=serp;DOU 16/04/2010 - Pág. 6 - Seção 3 - Diário Oficial da União;administração e fiscal, e autoridades da CEAGESP.Contratada: DISTAK AGÊNCIA DE VIAGENS E TURISMO LTDA, CNPJ Nº 35.636.034/0001-51...que determinou a retificação do Edital de Licitação, conforme acórdão nº 455/2010 (TCU Plenário)....PREGÃO Nº 8/2009 Divulgamos novo Edital de Licitação contemplando as alterações determinadas pelo TCU...;;;;;
35636034000151;35636034000151+tcu+licitação;;https://www.jusbrasil.com.br/diarios/918470/pg-23-secao-3-diario-oficial-da-uniao-dou-de-01-10-2001?ref=serp;DOU 01/10/2001 - Pág. 23 - Seção 3 - Diário Oficial da União;"17162983000165 Fundamento Legal: Lei n 2 9.648 /98, Lei n 2 8.666 Contratado : CONSTRUTORA ATERRA LTDA 90 do T.C.U...CNPJ Contratado: 35636034000151 . II Jjjj ,Assiitante de Cadastro c .Licitação „. , ,,,„ - ""Cf!";;;;;
35636034000151;35636034000151+tcu+lavagem;;https://www.jusbrasil.com.br/diarios/1553053/pg-161-secao-3-diario-oficial-da-uniao-dou-de-20-11-2009?ref=serp;DOU 20/11/2009 - Pág. 161 - Seção 3 - Diário Oficial da União;Contratada: DISTAK AGÊNCIA DE VIAGENS E TURISMO LTDA, CNPJ 35.636.034/0001-51. empresa especializada na prestação de serviços de conservação e limpeza, inclusive desinsetização, lavagem...sessenta) meses, a contar da data de sua publicação no Diário Oficial da União; d) Signatários: pelo TCU...;;;;
35636034000151;35636034000151+tcu+lavagem;;https://www.jusbrasil.com.br/diarios/49566926/dou-secao-3-02-01-2013-pg-87?ref=serp;DOU 02/01/2013 - Pág. 87 - Seção 3 - Diário Oficial da União;Contratado: ABDAO BIO WASH LAVAGEM AUTOMOTIVA-LTDA - ME. TCU ? 1 Câmara.. CNPJ Contratado: 35636034000151. Contratado : DISTAK AGENCIA DE VIAGENS E -TURISMO LTDA - ME....;;;;;
5120923000109;05120923000109+tcu+licitação;;https://tcu.jusbrasil.com.br/jurisprudencia/499598234/tomada-de-contas-especial-tce-1448320157/inteiro-teor-499598271?ref=serp;TCU - Inteiro Teor. TOMADA DE CONTAS ESPECIAL (TCE): 1448320157;Decisão: /Secex-RN 33 54 Raimundo Nonato Rodrigues Edital 3/2017-TCU/Secex-RN 850/2016-TCU/Secex-RN 823/2016-TCU...Maltarollo, Direito Público e licitações: estudos de casos . (CNPJ 05.120.923/0001-09, Empresa Contratada-2007NE90032) e Agência Aerotur Ltda.;05/09/2017;;;;
5120923000109;05120923000109+tcu+licitação;;https://tcu.jusbrasil.com.br/jurisprudencia/499598234/tomada-de-contas-especial-tce-1448320157/relatorio-499598353?ref=serp;TCU - Relatório. TOMADA DE CONTAS ESPECIAL (TCE): 1448320157;Decisão: /Secex-RN 33 54 Raimundo Nonato Rodrigues Edital 3/2017-TCU/Secex-RN 850/2016-TCU/Secex-RN 823/2016-TCU...Maltarollo, Direito Público e licitações: estudos de casos . (CNPJ 05.120.923/0001-09, Empresa Contratada-2007NE90032) e Agência Aerotur Ltda.;05/09/2017;;;;
5120923000109;05120923000109+tcu+licitação;;https://www.jusbrasil.com.br/diarios/51739314/dou-secao-3-08-03-2013-pg-90?ref=serp;DOU 08/03/2013 - Pág. 90 - Seção 3 - Diário Oficial da União;local incerto e não sabido, em conformidade com a Lei nº. 11.514/2007, a IN/STN nº. 01/1997 e a IN/TCU...competente para análise, certificação das contas e posterior envio ao Tribunal de Contas da União - TCU...CNPJ Contratado: 05120923000109. Contratado : AEROTUR SERVICOS DE VIAGENS LTDA -EPP..;;;;;
5120923000109;05120923000109+tcu+licitação;;https://tcu.jusbrasil.com.br/jurisprudencia/692161626/tomada-de-contas-especial-tce-1448320157/inteiro-teor-692161646?ref=serp;TCU - Inteiro Teor. TOMADA DE CONTAS ESPECIAL (TCE) 1448320157;Decisão: . - EPP (05.120.923/0001-09). Sustentam que a hospedagem e a locação de veículos obedeceram ao edital de licitação e o Contrato 10/...-EPP (05.120.923/0001-09). 4.;19/03/2019;;;;
5120923000109;05120923000109+tcu+licitação;;https://www.jusbrasil.com.br/diarios/52704025/dou-secao-3-04-04-2013-pg-88?ref=serp;DOU 04/04/2013 - Pág. 88 - Seção 3 - Diário Oficial da União;competente para análise, certificação das contas e posterior envio ao Tribunal de Contas da União - TCU...Informativo de créditos não quitados do Setor Público Federal (CADIN), caso seja esse o entendimento do TCU...PREGÃO SISPP Nº 1/2013 Contratante: MINISTÉRIO DA FAZENDA -CNPJ Contratado: 05120923000109.;;;;;
5120923000109;05120923000109+tcu+licitação;;https://www.jusbrasil.com.br/diarios/40314126/dou-secao-3-06-09-2012-pg-158?ref=serp;DOU 06/09/2012 - Pág. 158 - Seção 3 - Diário Oficial da União;CNPJ Contratado: 05120923000109. Contratado : AEROTUR SERVICOS DE VIAGENS LTDA -EPP. de 15 de janeiro de 1997, consubstanciado pelo art. 3.º, § 1.º e art. 5.º da Instrução Normativa - TCU...cinco centavos) que, devidamente atualizado pelo Sistema de Débito do Tribunal de Contas da União - TCU...;;;;;
