Número Licitação	Número Processo	Objeto	Modalidade Compra	Situação Licitação	Código Órgão Superior	Nome Órgão Superior	Código Órgão	Nome Órgão	Código UG	Nome UG	Município	Data PublicaçãoDOU	Data Abertura	Valor Licitação
92018	2,30810011962018E+016	Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CONDICIONADORES DE  AR E VENTILADORES destinados a todos os campi da UFSM,  especificados no item 2.	Pregão - Registro de Preço	Publicado	26000	MINISTERIO DA EDUCACAO	26247	UNIVERSIDADE FEDERAL DE SANTA MARIA	153164	UNIVERSIDADE FEDERAL DE SANTA MARIA	SANTA MARIA	26/01/2018	08/02/2018	2375
102018	2,08710000672018E+016	Objeto: CoNTRATAÇÃO DE PESSOA FÍSICA PARA REALIZAR SERVIÇOS DE LIMPEZA E CONSERVAÇÃO, COM FORNECIMENTO DE MATERIAL, PARA O POSTO DE COLETA DE CURURUPU/MA.	Dispensa de Licitação	Encerrado	20113	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	25205	FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA	114608	UNIDADE ESTADUAL DO IBGE NO MARANHãO	SAO LUIS	01/01/1900		2304
42017	6,40370091392017E+016	Objeto: Credenciamento/Contratação de Profissional de Saúde Autônomo (PSA) para prestação de serviços especializados na área de fisioterapia em caráter complementar aos beneficiários do FuSEx, PASS e SAMED, residentes em Aquidauana e Anastácio.	Inexigibilidade de Licitação	Publicado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160132	9 BATALHAO DE ENGENHARIA DE COMBATE	AQUIDAUANA	30/01/2018		60000
12018	2,50060051282015E+016	Objeto: Publicação de atos no Diário Oficial da Uniao, Seções I, II e III, do Núcleo Estadual do Ministério da Saúde no Mato Grosso do Sul.	Inexigibilidade de Licitação	Publicado	36000	MINISTERIO DA SAUDE	36000	MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI	250024	NUCLEO ESTADUAL DO MS/MS	CAMPO GRANDE	17/01/2018		25000
322018	2,31160005062019E+016	Objeto: Aquisição de prato de isopor com tampa - marmitex	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26273	UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG	150218	UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG	RIO GRANDE	01/01/1900		2700
112018	2,30690770332019E+016	Objeto: Prestação de serviço prestado por pessoa física sem vínculo empregatício junto a GPO/HUAP	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26236	UNIVERSIDADE FEDERAL FLUMINENSE	153057	HOSPITAL UNIVERSITARIO ANTONIO PEDRO	NITEROI	01/01/1900		4709
12018	1,05830001492018E+016	Objeto: Pregão Eletrônico -  Contratação de serviços de vigilância e segurança patrimonial, conforme as seguintes condições e quantidades: 05 postos de vigilância diurnos - 12h de trabalho x  36h de descanso e 05 postos de vigilância noturnos - 12h de trabalho x 36h de descanso.	Pregão	Publicado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170069	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SE	ARACAJU	10/01/2018	22/01/2018	1037197
12018	2,30640014762019E+016	Objeto: Manutenção Ônibus	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26258	UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA	153176	UTFPR - CAMPUS CORNELIO PROCOPIO	CORNELIO PROCOPIO	01/01/1900		2606
152017	6,40610084772018E+016	Objeto: Pregão Eletrônico -  Aquisição de materiais de combate a incêndio	Pregão - Registro de Preço	Evento de Resultado de Julgame	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160547	22 BATALHAO DE INFANTARIA	PALMAS	02/01/2018	15/01/2018	0
42018	2,31520000292018E+016	Objeto: Contratação com a ESCELSA - Espírito Santo Centrais Elétricas S/A - Serviço de fornecimento de energia elétrica ao Ifes - Campus Cariacica durante o exercício de 2018.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26406	INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO	158421	INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA	CARIACICA	01/01/1900		100
42018	23108.515773/1740	Objeto: Pregão Eletrônico -  Implantação de Registro de Preços para aquisições futuras e eventuais de Materiais de consumo para Saúde - para uso em Anestesias;	Pregão - Registro de Preço	Publicado	26000	MINISTERIO DA EDUCACAO	26276	FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO	154070	HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT	CUIABA	12/01/2018	25/01/2018	703
42018	2,30690770182018E+016	Objeto: Telefone sem fio com ramal   Telefone sem fio com duas bases    Obs.:  Modelo - Telefone sem fio Intelbras Dect TS 40 C Base + ramal  ou similar	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26236	UNIVERSIDADE FEDERAL FLUMINENSE	153057	HOSPITAL UNIVERSITARIO ANTONIO PEDRO	NITEROI	01/01/1900	05/01/2018	248
12018	00001-2017	Objeto: Credenciamento médico para atender aos funcionários do Serpro.	Inexigibilidade de Licitação	Publicado	25000	MINISTERIO DA FAZENDA	25207	SERVICO FEDERAL DE PROCESSAMENTO DE DADOS	803010	SERPRO - REGIONAL BRASILIA	BRASILIA	05/01/2018		100
12018	2315900006201816	Objeto: Aquisição para o fornecimento de energia elétrica para o exercício de 2018, Campus Nova Venécia.	Dispensa de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26406	INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO	158422	INST.FED. ESPIRITO SANTO/CAMPUS NOVA VENECIA	NOVA VENECIA	11/01/2018		312000
12018	588001135201795	Objeto: Pregão Eletrônico -  Escolha da proposta mais vantajosa para a contratação de serviços de VIGILÂNCIA ARMADA a ser executada na Procuradoria Seccional Federal e Procuradoria Seccional da União em Santa Maria/RS, administradas por esta Superintendência de Administração no Rio Grande do Sul, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.	Pregão	Evento de Revogação Publicado	63000	ADVOCACIA-GERAL DA UNIAO	63000	ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÍNCU	110097	SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL	PORTO ALEGRE	18/01/2018		0
122018	2,30690770342018E+016	Objeto: Prestação de serviço prestado por pessoa física sem vínculo empregatício junto a GPO/HUAP	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26236	UNIVERSIDADE FEDERAL FLUMINENSE	153057	HOSPITAL UNIVERSITARIO ANTONIO PEDRO	NITEROI	01/01/1900		6405
12018	08620.088355/2015	Objeto: Pregão Eletrônico -  Contratação de Serviço Telefônico Fixo Comutado (fixo-fixo e fixo-móvel), a ser executado de forma contínua, conforme as especificações e condições constantes deste instrumento e seus anexos para atender a Fundação Nacional do Índio - Funai.	Pregão	Evento de Resultado de Julgame	30000	MINISTERIO DA JUSTICA E SEGURANçA PUBLICA	30202	FUNDACAO NACIONAL DO INDIO	194035	FUNAI-SEDE BRASILIA/DF	BRASILIA	31/01/2018	01/03/2018	82964
212018	254100006752017	Objeto: Pregão Eletrônico -  Pinça para cirurgia aberta tipo Impact, para selagem de vasos e tecidos até 7mm, com até 13,5cm de diâmetro e até 20cm de comprimento, rotativa até 360, trava de segurança no ato da selagem, sistema de acionamento da lâmina de corte, descartável, cabo para encaixe no aparelho Ligasure Force Traid.	Pregão - Registro de Preço	Evento de Resultado de Julgame	36000	MINISTERIO DA SAUDE	36000	MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI	250052	INSTITUTO NACIONAL DO CANCER - RJ	RIO DE JANEIRO	26/01/2018	07/02/2018	970200
102018	6,34870008292018E+016	Objeto: Contratação da prestação de serviços, de manutenção preventiva e corretiva, com cobertura total para substituição de peças, componentes eletromecânicos, controle lógico e demais peças integrantes de 01 (um) elevador, instalado no Centro de Instrução e Adestramento Almirante Newton Braga, na Av.Brasil, Nº 10.500   Olaria   Rio de Janeiro   RJ.	Dispensa de Licitação	Publicado	52000	MINISTERIO DA DEFESA	52131	COMANDO DA MARINHA	772100	CENTRO DE INST. E ADEST. ALM. NEWTON BRAGA	RIO DE JANEIRO	30/01/2018		7920
172018	2,53870004412017E+016	Objeto: Pregão Eletrônico -  Aquisição de fita  elétrica de alta tensão, adesiva isolante e adesiva  colorida.	Pregão - Registro de Preço	Evento de Resultado de Julgame	36000	MINISTERIO DA SAUDE	36201	FUNDACAO OSWALDO CRUZ	254446	INSTITUTO DE TECNOLOGIA EM FARMACOS	RIO DE JANEIRO	26/01/2018	07/02/2018	315
52018	2,31120032142017E+016	Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços de motorista - campus Araras	Pregão	Publicado	26000	MINISTERIO DA EDUCACAO	26280	FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS	154049	FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS	SAO CARLOS	19/01/2018	01/02/2018	131738
22018	2,31480000062018E+016	Objeto: Contratação de telefonia móvel para o Campus Centro Serrano.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26406	INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO	158151	INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO	VITORIA	01/01/1900		6059
12018	2,50360004342015E+016	Objeto: Contratação de empresa especializada para na prestação de Serviços de Engenharia para conclusão da construção do Polo Base Tipo I da Comunidade/Aldeia de São Sebastião, localizada no município de Tonantins-Am.	Tomada de Preços	Evento de Resultado de Julgame	36000	MINISTERIO DA SAUDE	36000	MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI	257025	DISTRITO SANIT.ESP.INDIGENA - ALTO SOLIMOES	TABATINGA	25/01/2018		1347150
182018	003274/2018-80	Objeto: Aquisição de serviços de terceiros - PJ - para troca de corrediças e puxadores, pinturas em geral , nos arquivos de aço do Ambulatório (30), CIPE Novo (15), CDA (10) e CAD (10).	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153149	INSTITUTO DE PSIQUIATRIA DA UFRJ	RIO DE JANEIRO	01/01/1900		8000
12018	2,30720014872018E+016	Objeto: Aquisição de material ambulatorial para o Serviço de Atendimento a Saúde do Centro Pedagógico.	Dispensa de Licitação	Retificação	26000	MINISTERIO DA EDUCACAO	26238	UNIVERSIDADE FEDERAL DE MINAS GERAIS	153294	CENTRO PEDAGOGICO/UFMG	BELO HORIZONTE	01/01/1900		1797
22018	2,31070255352018E+016	Objeto: Atender despesas com pagamento de Anuidade do CRUB/2018	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26275	FUNDACAO UNIVERSIDADE FEDERAL DO ACRE	154044	FUNDACAO UNIVERSIDADE FEDERAL DO ACRE	RIO BRANCO	11/01/2018		14700
22018	2,34050000222018E+016	Objeto: Aquisição de Bancada em Granito com vistas a propiciar os recursos materiais suficientes e necessários para a adequada instalação de 01 (um) Cooktop adquirido recentemente pelo Campus, na Sala de Convivência do Bloco Administrativo do IFPR/Campus Paranavaí.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26432	INSTITUTO FEDERAL DO PARANA	158398	INST. FED. DO PARANÁ/CAMPUS PARANAVAI	PARANAVAI	01/01/1900		345
82018	0001177/2017-08	Objeto: Participação de servidora no Seminário: Contratação Pública - Jurisprudência do TCU, boas práticas e Inovações.	Inexigibilidade de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26292	FUNDACAO JOAQUIM NABUCO	344002	FUNDACAO JOAQUIM NABUCO	RECIFE	01/01/1900		2790
32018	1,09457200022018E+016	Objeto: Serviços de readequação da rede lógica da Alfândega de Foz do Iguaçu.	Dispensa de Licitação	Encerrado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170162	ALFANDEGA DA RFB EM FOZ DO IGUACU	FOZ DO IGUACU	01/01/1900		14400
12018	4600006066201751	Objeto: Contratação de assinatura anual de serviços técnicos profissionais especializados de treinamento e aperfeiçoamento de pessoal, que possibilite acesso à plataforma de cursos a distância sobre conceitos relacionados a design e usabilidade, Design e UX, e na utilização de softwares adquiridos pela Enap, tais como Adobe e Office, com disponibilização de no mínimo 20 (vinte) cursos do básico ao avançado, com a emissão de certificado de conclusão e acesso 24 horas aos cursos	Dispensa de Licitação	Encerrado	20113	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	20202	FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA	114702	FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA	BRASILIA	01/01/1900		1800
82018	2,31120001302018E+016	Objeto: Pagamento de despesas com energia elétrica para moradias estudantis - São Carlos	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26280	FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS	154049	FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS	SAO CARLOS	01/01/1900		2500
12018	2,31160000162019E+016	Objeto: Prestação dos Serviços de Impressão e Reprografia, com fornecimento de equipamentos e insumos (exceto papel), manutenção preventiva e corretiva nas unidades do IBGE em Goiânia	Dispensa de Licitação	Encerrado	20113	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	25205	FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA	114627	UNIDADE ESTADUAL DO IBGE EM GOIAS	GOIANIA	01/01/1900		2000
42018	23096038056/17-87	Objeto: Pregão Eletrônico -  Fornecimento semanal de gêneros alimentícios para manutenção das atividades do Restaurante e Residências Universitárias do Centro de Ciências Jurídicas e Sociais da universidade Federal de Campina Grande.	Pregão - Registro de Preço	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26252	UNIVERSIDADE FEDERAL DE CAMPINA GRANDE	158198	CENTRO DE CIENCIAS JURIDICAS E SOCIAIS/UFCG	SOUSA	29/01/2018	08/02/2018	18350
12018	2,32490446202017E+016	Objeto: Contratação de empresa especializada para prestação de serviços de manutenção em equipamento laboratorial instalado no Departamento de Mecânica e Materiais do Instituto Federal do Maranhão, Campus São Luís-Monte Castelo.	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26408	INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO	158286	INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO	SAO LUIS	14/02/2018		12971
12018	2,32650416702017E+016	Objeto: Pregão Eletrônico -  Aquisição de material de consumo   FERRAMENTAS.	Pregão	Publicado	26000	MINISTERIO DA EDUCACAO	26405	INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA	158321	CAMPUS CRATO/IFCE	CRATO	24/01/2018	05/02/2018	23702
42018	2,34990000142018E+016	Objeto: Pagamento de DPVATs dos veículos oficiais pertencentes à frota do Campus Itabira - NOVO LANÇAMENTO DO PROCEDIMENTO DE DISPENSA EM DECORRÊNCIA DE CÓDIGO CATSER LANÇADO/ENCERRADO INCORRETAMENTE.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26261	UNIVERSIDADE FEDERAL DE ITAJUBA	158161	UNIVERSIDADE FEDERAL ITAJUBA-CAMPUS ITABIRA	ITABIRA	01/01/1900		386
712017	892017	Objeto: Pregão Eletrônico -  Aquisição Materiais de consumo para a Clínica de Otorrinolaringologia do HCE.	Pregão - Registro de Preço	Evento de Revogação Publicado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160322	HOSPITAL CENTRAL DO EXERCITO	RIO DE JANEIRO	31/01/2018		0
42018	2,35360010562018E+016	Objeto: Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Extintores para o Hospital das Clínicas da UFPE	Pregão - Registro de Preço	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26242	UNIVERSIDADE FEDERAL DE PERNAMBUCO	153080	UNIVERSIDADE FEDERAL DE PERNAMBUCO	RECIFE	15/01/2018	26/01/2018	10720
12018	1,96157200012018E+016	Objeto: Contratação de pessoa jurídica para aquisição de chaves tetra e chaves normal com entrega parceladas, para atender SRRF04, DRJ/REC, IRF/REC e SEPOL DRF/REC.	Dispensa de Licitação	Encerrado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170058	SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF	RECIFE	01/01/1900		2270
32018	2017/4-000609-5	Objeto: Pregão Eletrônico -  Prestação de serviços de impressão do tipo  outsourcing , com fornecimento de equipamentos em regime de locação, bem como de materiais de consumo (exceto papel) e serviços de manutenção preventiva e corretiva.	Pregão	Publicado	38000	MINISTERIO DO TRABALHO E EMPREGO	38000	MINISTERIO DO TRABALHO E EMPREGO - UNIDADES C	389088	CONSELHO REG.DE ENG.ARQU. E AGRONONIA DO PR	CURITIBA	03/01/2018	17/01/2018	711387
42018	2,32090001662018E+016	Objeto: Prestação de serviço de manutenção em moinho e motores da fábrica de rações do Campus Bambuí.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26409	INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS	158275	INST.FED.MINAS GERAIS/CAMPUS BAMBUÍ	BAMBUI	01/01/1900		6800
92018	17270019201867	Objeto: Aquisição de Papel A3, Alcalino, med. 297mm x 420mm, 90 g/m2, pacote com 500 folhas	Dispensa de Licitação	Encerrado	20113	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	25205	FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA	114637	CENTRO DOC. E DISSEMINACAO DA INFORMACAO/IBGE	RIO DE JANEIRO	01/01/1900	31/01/2018	5039
382017	6,31050032102018E+016	Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de prestador de serviços técnicos, com fornecimento de insumos e materiais, destinados à instalação e comissionamento de 02 (duas) novas Bombas de Óleo Lubrificante Elétricas Reservas (BOL-EL) a bordo do Navio-Escola  Brasil , apoiado pela Base Naval do Rio de Janeiro, conforme condições, quantidades, exigências, estimativas e especificações estabelecidas no Termo de Referência e demais documento	Pregão	Publicado	52000	MINISTERIO DA DEFESA	52131	COMANDO DA MARINHA	791800	BASE NAVAL DO RIO DE JANEIRO	NITEROI	30/01/2018	09/02/2018	557956
132018	2,34580000132018E+016	Objeto: Fornecimento de energia elétrica nas dependências do campus Quissamã no exercício de 2018.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26434	INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE	155851	INST. FED. FLUMINENSE/CAMPUS QUISSAMA	QUISSAMA	01/01/1900		1
17132018	2,33050122162017E+016	Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de cantina e restaurante estudantil	Pregão	Publicado	26000	MINISTERIO DA EDUCACAO	26439	INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO	158713	IFSP - CAMPUS SAO JOSE DOS CAMPOS	SAO JOSE DOS CAMPOS	08/01/2018	18/01/2018	89
22018	4,40110065382017E+016	Objeto: Pregão Eletrônico -  Contratação de empresa para aquisição de solução de software de backup para garantir a continuidade de negócios, alta disponibilidade e a recuperação de desastres, incluindo o licenciamento de uso em caráter perpetuo, a prestação dos serviços de instalação e configuração, suporte técnico e manutenção, para atender as demandas da Superintendência Nacional de Previdência Complementar   Previc.	Pregão	Evento de Anulação Publicado	25000	MINISTERIO DA FAZENDA	33206	SUPERINT.NACIONAL DE PREVIDENCIA COMPLEMENTAR	333005	COORDENAÇÃO GERAL DE PATRIMONIO E LOGISTICA	BRASILIA	24/01/2018		0
62018	2,31560012522017E+016	Objeto: Despesa com aquisição de materiais de consumo (tinta) para o Ifes - Campus Santa Teresa.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26406	INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO	158426	INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA	SANTA TERESA	01/01/1900		240
